TIME,FLUX,FLUX_ERR,CADENCENO,MOM_CENTR1,MOM_CENTR2,QUALITY
1365.4975082131305,24605.953,19.599957,99391,664.0049578589451,338.85055627865216,0
1365.498897078537,24627.266,19.597883,99392,664.0128401968926,338.8446934625957,0
1365.5002859438287,24625.32,19.595104,99393,664.0001514371431,338.87421039896424,0
1365.5016748092366,24598.637,19.598045,99394,664.0119474061983,338.85016224876097,0
1365.5030636746446,24626.648,19.602026,99395,664.0043915511474,338.8437838065161,0
1365.5044525400526,24585.43,19.595272,99396,664.0062568618598,338.85424786054017,0
1365.5058414053428,24618.945,19.608486,99397,664.0117664207586,338.84550319737394,0
1365.50723027075,24627.078,19.60741,99398,664.0018150599288,338.8643691706265,0
1365.508619136158,24634.117,19.621868,99399,664.0065827744678,338.844580906085,0
1365.510008001449,24609.816,19.613045,99400,664.0093383828018,338.85616559586845,0
1365.511396866857,24623.164,19.614437,99401,663.9991881122942,338.8380120658848,0
1365.512785732265,24670.488,19.62758,99402,664.0060651593036,338.87171996133264,0
1365.5141745975557,24657.871,19.61835,99403,664.009886628083,338.84818612659785,0
1365.5155634629632,24639.25,19.614006,99404,664.007322790891,338.85344938118897,0
1365.5169523282539,24622.393,19.616776,99405,664.0052581754834,338.84535322134917,0
1365.5183411936619,24627.11,19.615238,99406,664.0063610293278,338.8628381064129,0
1365.5197300589534,24573.611,19.602123,99407,664.0085302916721,338.8572873785943,0
1365.5211189243614,24655.596,19.629026,99408,664.0073658929404,338.8413584181284,0
1365.5225077896525,24625.275,19.623041,99409,664.0103799522843,338.8651466800488,0
1365.5238966550592,24642.043,19.623222,99410,664.0038011949255,338.84670900822465,0
1365.5252855203507,24601.64,19.617798,99411,664.0141318723569,338.8621077630996,0
1365.5266743857587,24636.682,19.633593,99412,664.008147780065,338.85766525343035,0
1365.5280632510498,24628.443,19.62536,99413,664.0039563670636,338.8559894985458,0
1365.5294521164578,24596.717,19.624063,99414,664.0134437166068,338.8604724010961,0
1365.5308409817485,24643.514,19.641026,99415,664.0021158797965,338.8403858709281,0
1365.5322298470396,24644.309,19.635153,99416,664.0092395021003,338.8627484104855,0
1365.5336187124476,24620.031,19.62842,99417,664.0049144944569,338.8510467752341,0
1365.5350075777383,24616.848,19.640541,99418,664.0127580988639,338.8559362994246,0
1365.5363964430298,24587.02,19.632002,99419,664.0036091151352,338.85468228713484,0
1365.5377853084378,24628.434,19.637186,99420,664.0066629589196,338.8535424662846,0
1365.539174173729,24639.092,19.642035,99421,664.0057026256071,338.8562839947125,0
